Province	Electoral District Name/Nom de circonscription	Electoral District Number/Numéro de circonscription	Candidate/Candidat	Candidate Residence/Résidence du candidat	Candidate Occupation/Profession du candidat	Votes Obtained/Votes obtenus	Percentage of Votes Obtained /Pourcentage des votes obtenus	Majority/Majorité	Majority Percentage/Pourcentage de majorité
Ontario	Stormont--Dundas--Glengarry	35102	Gordon Kubanek Green Party/Parti Vert	Kars, Ont.	Retired Teacher/Enseignant à la retraite	674	1		
Ontario	Stormont--Dundas--Glengarry	35102	Karl Ivan MacKinnon Libertarian/Libertarien	Dalkeith, Ont.	Dairy Worker/Travailleur de l'industrie laitière	274	0.4		
Ontario	Sudbury	35103	Viviane Lapointe ** Liberal/Libéral	Sudbury, Ont.	Parliamentarian/Parlementaire	31551	51.9	7716	12.7
Ontario	Sudbury	35103	Ian Symington Conservative/Conservateur	Sudbury, Ont.	Physician/Médecin	23835	39.2		
Ontario	Sudbury	35103	Nadia Verrelli NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Sudbury, Ont.	University Professor/Professeure d'université	4680	7.7		
Ontario	Sudbury	35103	Nicholas Bonderoff People's Party - PPC/Parti populaire - PPC	Sudbury, Ont.	Mining Engineer/Ingénieur des mines	773	1.3		
Ontario	Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt	35104	Jim Belanger Conservative/Conservateur	Azilda, Ont.	Self-Employed/Travailleur indépendant	29156	48.3	4081	6.8
Ontario	Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt	35104	Marc G. Serré ** Liberal/Libéral	Verner, Ont.	Parliamentarian/Parlementaire	25075	41.6		
Ontario	Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt	35104	Andréane Chénier NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Hanmer, Ont.	Occupational Health and Safety Specialist/Spécialiste de la santé et sécurité au travail	4822	8		
Ontario	Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt	35104	Sharilynne St. Louis People's Party - PPC/Parti populaire - PPC	Noëlville, Ont.	Realtor/Courtière immobilière	489	0.8		
Ontario	Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt	35104	Himal Hossain Green Party/Parti Vert	Azilda, Ont.	Human Resources Generalist/Généraliste en ressources humaines	465	0.8		
Ontario	Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt	35104	Justin Dean Newell Leroux Libertarian/Libertarien	Greater Sudbury, Ont.	Systems Engineer/Ingénieur de systèmes	316	0.5		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Karim Bardeesy Liberal/Libéral	Toronto, Ont.	Executive Director, Public Policy Institute/Directeur général d'institut de politique publique	36439	55.8	21436	32.8
Ontario	Taiaiako'n--Parkdale--High Park	35105	Bhutila Karpoche NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Parliamentarian/Parlementaire	15003	23		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Wladyslaw Lizon Conservative/Conservateur	Mississauga, Ont.	Construction Project Manager/Gestionnaire de projet en construction	12662	19.4		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Anna Gorka Green Party/Parti Vert	Toronto, Ont.	Architect/Architecte	700	1.1		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Edward Fraser Animal Protection Party/Parti Protection Animaux	Toronto, Ont.	Magazine Editor/Rédacteur en chef de magazine	184	0.3		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Rimmy Riarh Communist/Communiste	Toronto, Ont.	Teaching Assistant/Assistant à l'enseignement	137	0.2		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Terry Parker Marijuana Party/Parti Marijuana	Toronto, Ont.	Community Activist/Activiste communautaire	96	0.1		
Ontario	Taiaiako'n--Parkdale--High Park	35105	Lorne Gershuny Marxist-Leninist/Marxiste-Léniniste	Toronto, Ont.	Lawyer/Avocat	92	0.1		
Ontario	Thornhill	35106	Melissa Lantsman ** Conservative/Conservateur	Toronto, Ont.	Parliamentarian/Parlementaire	44419	66.4	23546	35.2
Ontario	Thornhill	35106	Liane Kotler Liberal/Libéral	Toronto, Ont.	Journalist/Journaliste	20873	31.2		
Ontario	Thornhill	35106	William McCarty NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	IT Coordinator/Coordinateur en technologie de l'information	833	1.2		
Ontario	Thornhill	35106	Amir Hart People's Party - PPC/Parti populaire - PPC	Thornhill, Ont.	Administrative Assistant/Adjoint administratif	440	0.7		
Ontario	Thornhill	35106	Dominic Piotrowski Green Party/Parti Vert	Brampton, Ont.	Plant Technician/Technicien d'usine	353	0.5		
Ontario	Thunder Bay--Rainy River	35107	Marcus Powlowski ** Liberal/Libéral	Thunder Bay, Ont.	Parliamentarian/Parlementaire	21125	48.5	2440	5.6
Ontario	Thunder Bay--Rainy River	35107	Brendan Hyatt Conservative/Conservateur	Devlin, Ont.	Retired Director of Education/Directeur de l'éducation à la retraite	18685	42.9		
Ontario	Thunder Bay--Rainy River	35107	Yuk-Sem Won NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Thunder Bay, Ont.	Litigator/Avocate Plaidante	2954	6.8		
Ontario	Thunder Bay--Rainy River	35107	Sabrina Ree People's Party - PPC/Parti populaire - PPC	Murillo, Ont.	Multidisciplinary Healthcare Professional/Professionnelle de la santé multidisciplinaire	433	1		
Ontario	Thunder Bay--Rainy River	35107	Eric Arner Green Party/Parti Vert	Atikokan, Ont.	Teacher/Enseignant	334	0.8		
Ontario	Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord	35108	Patty Hajdu ** Liberal/Libéral	Shuniah, Ont.	Parliamentarian/Parlementaire	25134	55.2	8867	19.5
Ontario	Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord	35108	Bob Herman Conservative/Conservateur	Thunder Bay, Ont.	Retired Police Officer/Policier à la retraite	16267	35.7		
Ontario	Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord	35108	Joy Wakefield NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Thunder Bay, Ont.	Lawyer/Avocate	3235	7.1		
Ontario	Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord	35108	Amos Bradley People's Party - PPC/Parti populaire - PPC	Thunder Bay, Ont.	Delivery Driver/Chauffeur-livreur	459	1		
Ontario	Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord	35108	John Malcolm Northey Green Party/Parti Vert	London, Ont.	Director of Technology Implementation/Directeur de la mise en œuvre des technologies	417	0.9		
Ontario	Toronto Centre/Toronto-Centre	35109	Evan Solomon Liberal/Libéral	Toronto, Ont.	Journalist / Publisher/Journaliste et éditeur	37907	64.3	25586	43.4
Ontario	Toronto Centre/Toronto-Centre	35109	Luis Ibarra Conservative/Conservateur	Toronto, Ont.	Business Owner/Propriétaire d'entreprise	12321	20.9		
Ontario	Toronto Centre/Toronto-Centre	35109	Samantha Green NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Family Physician/Médecin de famille	7358	12.5		
Ontario	Toronto Centre/Toronto-Centre	35109	Olivia Iheme Green Party/Parti Vert	Toronto, Ont.	Unemployed/Sans emploi	664	1.1		
Ontario	Toronto Centre/Toronto-Centre	35109	Nathen Mazri People's Party - PPC/Parti populaire - PPC	Toronto, Ont.	Chief Executive Officer / Founder/Président-directeur général et fondateur	235	0.4		
Ontario	Toronto Centre/Toronto-Centre	35109	Simon Luisi Animal Protection Party/Parti Protection Animaux	Toronto, Ont.	Courier/Messager	177	0.3		
Ontario	Toronto Centre/Toronto-Centre	35109	Philip Fernandez Marxist-Leninist/Marxiste-Léniniste	Toronto, Ont.	Teacher/Enseignant	170	0.3		
Ontario	Toronto Centre/Toronto-Centre	35109	Cleveland Marshall Independent/Indépendant(e)	Toronto, Ont.	Management Consultant/Consultant en gestion	90	0.2		
Ontario	Toronto--Danforth	35110	Julie Dabrusin ** Liberal/Libéral	Toronto, Ont.	Parliamentarian/Parlementaire	39191	66.6	28004	47.6
Ontario	Toronto--Danforth	35110	Ashik Hussain Conservative/Conservateur	Toronto, Ont.	Freelancer/Pigiste	11187	19		
Ontario	Toronto--Danforth	35110	Clare Hacksel NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Registered Midwife/Sage-femme agréée	7626	13		
Ontario	Toronto--Danforth	35110	Silvia Stardust Green Party/Parti Vert	Toronto, Ont.	Entertainer / Actor / Artist/Fantaisiste, acteur, et artiste	626	1.1		
Ontario	Toronto--Danforth	35110	Liz White Animal Protection Party/Parti Protection Animaux	North York, Ont.	Party Leader/Chef du parti	251	0.4		
Ontario	Toronto--St. Paul's	35111	Leslie Church Liberal/Libéral	Toronto, Ont.	Business Consultant/Consultante en affaires	44313	61.9	20613	28.8
Ontario	Toronto--St. Paul's	35111	Don Stewart ** Conservative/Conservateur	Toronto, Ont.	Parliamentarian/Parlementaire	23700	33.1		
Ontario	Toronto--St. Paul's	35111	Bruce Levy NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Retired/À la retraite	2496	3.5		
Ontario	Toronto--St. Paul's	35111	Shane Philips Green Party/Parti Vert	Guelph, Ont.	Singer-Songwriter / Yoga Instructor/Auteur-compositeur-interprète/Instructrice de yoga	552	0.8		
Ontario	Toronto--St. Paul's	35111	Joseph Frasca People's Party - PPC/Parti populaire - PPC	Toronto, Ont.	Location Coordinator/Coordinateur de lieux	329	0.5		
Ontario	Toronto--St. Paul's	35111	David Gershuny Marxist-Leninist/Marxiste-Léniniste	Toronto, Ont.	Shipper-Receiver/Expédition-Réception	133	0.2		
Ontario	Toronto--St. Paul's	35111	Cynthia Valdron Canadian Future Party/Parti Avenir Canadien	Ottawa, Ont.	Engineer/Ingénieure	58	0.1		
Ontario	University--Rosedale	35112	Chrystia Freeland ** Liberal/Libéral	Toronto, Ont.	Parliamentarian/Parlementaire	39847	64	25223	40.5
Ontario	University--Rosedale	35112	Liz Grade Conservative/Conservateur	North York, Ont.	Real Estate Broker/Courtière immobilière	14624	23.5		
Ontario	University--Rosedale	35112	Serena Purdy NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	PhD Student/Étudiante de doctorat	6168	9.9		
Ontario	University--Rosedale	35112	Ignacio Mongrell Green Party/Parti Vert	Toronto, Ont.	Assistant Director, ICUBE - University of Toronto/Directeur adjoint, ICUBE - Université de Toronto	1066	1.7		
Ontario	University--Rosedale	35112	Drew Garvie Communist/Communiste	Toronto, Ont.	Office Administration/Administration de bureau	304	0.5		
Ontario	University--Rosedale	35112	Barbara Biley Marxist-Leninist/Marxiste-Léniniste	Etobicoke, Ont.	Medical Stenographer/Sténographe médicale	138	0.2		
Ontario	University--Rosedale	35112	Adam Golding Independent/Indépendant(e)	Toronto, Ont.	Computer Science Teacher / School Director/Enseignant en informatique et directeur d'école	118	0.2		
Ontario	Vaughan--Woodbridge	35113	Michael Guglielmin Conservative/Conservateur	Nobleton, Ont.	Business Executive/Chef d'entreprise	40422	60	14805	22
Ontario	Vaughan--Woodbridge	35113	Francesco Sorbara ** Liberal/Libéral	Vaughan, Ont.	Parliamentarian/Parlementaire	25617	38		
Ontario	Vaughan--Woodbridge	35113	Ali Bahman NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Ottawa, Ont.	Program Policy Analyst/Analyste des politiques de programme	891	1.3		
Ontario	Vaughan--Woodbridge	35113	Roman Yevseyev People's Party - PPC/Parti populaire - PPC	Vaughan, Ont.	Master Data Manager/Gestionnaire des données de référence 	425	0.6		
Ontario	Waterloo	35114	Bardish Chagger ** Liberal/Libéral	Waterloo, Ont.	Parliamentarian/Parlementaire	37579	59.5	17008	26.9
Ontario	Waterloo	35114	Waseem Botros Conservative/Conservateur	Mississauga, Ont.	Engineer/Ingénieur	20571	32.6		
Ontario	Waterloo	35114	Héline Chow NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Waterloo, Ont.	Project Engineer/Ingénieure de projets	2617	4.1		
Ontario	Waterloo	35114	Simon Guthrie Green Party/Parti Vert	Kitchener, Ont.	Community Leader/Leader communautaire	1599	2.5		
Ontario	Waterloo	35114	Douglas Ross People's Party - PPC/Parti populaire - PPC	Waterloo, Ont.	Security Guard/Agent de sécurité	348	0.6		
Ontario	Waterloo	35114	Val Neekman Independent/Indépendant(e)	Kitchener, Ont.	Technical Entrepreneur/Entrepreneur technique	179	0.3		
Ontario	Waterloo	35114	Santa Claus Chatham Parti Rhinocéros Party/Parti Rhinocéros Party	Cambridge, Ont.	Exterminator/Exterminateur	119	0.2		
Ontario	Waterloo	35114	Hans Roach Independent/Indépendant(e)	Waterloo, Ont.	Councillor/Conseiller	105	0.2		
Ontario	Waterloo	35114	Jamie Hari Independent/Indépendant(e)	Waterloo, Ont.	Cybersecurity Product Leader/Responsable des produits de cybersécurité	76	0.1		
Ontario	Wellington--Halton Hills North/Wellington--Halton Hills-Nord	35115	Michael Chong ** Conservative/Conservateur	Elora, Ont.	Parliamentarian/Parlementaire	33736	50.6	4127	6.2
Ontario	Wellington--Halton Hills North/Wellington--Halton Hills-Nord	35115	Sean Carscadden Liberal/Libéral	Guelph, Ont.	Helicopter Pilot/Pilote d'hélicoptère	29609	44.4		
Ontario	Wellington--Halton Hills North/Wellington--Halton Hills-Nord	35115	Liam Stiles Green Party/Parti Vert	Cambridge, Ont.	Registered Kinesiologist/Kinésiologue agréé	1389	2.1		
Ontario	Wellington--Halton Hills North/Wellington--Halton Hills-Nord	35115	Andrew Bascombe NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Acton, Ont.	Skilled Labour - Low-rise Housing/Ouvrier qualifié - résidences basses 	1346	2		
Ontario	Wellington--Halton Hills North/Wellington--Halton Hills-Nord	35115	Syl Carle People's Party - PPC/Parti populaire - PPC	Halton Hills, Ont.	Property Manager/Gestionnaire immobilier	566	0.8		
Ontario	Whitby	35116	Ryan Turnbull ** Liberal/Libéral	Pickering, Ont.	Parliamentarian/Parlementaire	35624	52.7	6004	8.9
Ontario	Whitby	35116	Steve Yamada Conservative/Conservateur	Whitby, Ont.	Regional Councillor/Conseiller régional	29620	43.8		
Ontario	Whitby	35116	Kevin Goswell NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Whitby, Ont.	Correctional Officer/Agent correctionnel	1638	2.4		
Ontario	Whitby	35116	Andrew Di Lullo Green Party/Parti Vert	Whitby, Ont.	Lawyer/Avocat	506	0.7		
Ontario	Whitby	35116	Nouman Mian Centrist/Centriste	Whitby, Ont.	Self-Employed IT Project Manager/Gestionnaire de projet TI indépendant	206	0.3		
Ontario	Willowdale	35117	Ali Ehsassi ** Liberal/Libéral	Toronto, Ont.	Parliamentarian/Parlementaire	25488	53.4	4511	9.5
Ontario	Willowdale	35117	James Lin Conservative/Conservateur	Toronto, Ont.	Public Servant/Fonctionnaire	20977	44		
Ontario	Willowdale	35117	Christy Kheirallah NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Media Relations Officer/Agente des relations avec les médias	1224	2.6		
Ontario	Windsor West/Windsor-Ouest	35119	Harb Gill Conservative/Conservateur	Windsor, Ont.	Retired Police Officer/Policier à la retraite	21412	39	4426	8.1
Ontario	Windsor West/Windsor-Ouest	35119	Richard Pollock Liberal/Libéral	LaSalle, Ont.	Lawyer/Avocat	16986	30.9		
Ontario	Windsor West/Windsor-Ouest	35119	Brian Masse ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Windsor, Ont.	Parliamentarian/Parlementaire	15256	27.8		
Ontario	Windsor West/Windsor-Ouest	35119	Jacob Bezaire People's Party - PPC/Parti populaire - PPC	Windsor, Ont.	Machinist/Machiniste	553	1		
Ontario	Windsor West/Windsor-Ouest	35119	Louay Ahmad Green Party/Parti Vert	Windsor, Ont.	Student/Étudiant	397	0.7		
Ontario	Windsor West/Windsor-Ouest	35119	Joseph Markham Communist/Communiste	Windsor, Ont.	Registered Nurse/Infirmier autorisé	195	0.4		
Ontario	Windsor West/Windsor-Ouest	35119	Margaret Villamizar Marxist-Leninist/Marxiste-Léniniste	Windsor, Ont.	Language Assessor/Évaluatrice linguistique	89	0.2		
Ontario	Windsor--Tecumseh--Lakeshore	35118	Kathy Borrelli Conservative/Conservateur	Windsor, Ont.	Retired/À la retraite	32090	45.8	4	0
Ontario	Windsor--Tecumseh--Lakeshore	35118	Irek Kusmierczyk ** Liberal/Libéral	Windsor, Ont.	Parliamentarian/Parlementaire	32086	45.7		
Ontario	Windsor--Tecumseh--Lakeshore	35118	Alex Ilijoski NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Windsor, Ont.	Ambulance Communications Officer/Agent de répartition d’ambulances 	4240	6		
Ontario	Windsor--Tecumseh--Lakeshore	35118	Nick Babic People's Party - PPC/Parti populaire - PPC	Windsor, Ont.	Self-Employed/Travailleur indépendant	828	1.2		
Ontario	Windsor--Tecumseh--Lakeshore	35118	Roxanne Tellier Green Party/Parti Vert	Windsor, Ont.	Retired/À la retraite	468	0.7		
Ontario	Windsor--Tecumseh--Lakeshore	35118	Helmi Charif Centrist/Centriste	Windsor, Ont.	Businessman/Homme d'affaires	223	0.3		
Ontario	Windsor--Tecumseh--Lakeshore	35118	Beth St Denis Christian Heritage Party/Parti de l'Héritage Chrétien	Windsor, Ont.	Executive Manager/Gestionnaire exécutive	203	0.3		
Ontario	York Centre/York-Centre	35120	Roman Baber Conservative/Conservateur	Toronto, Ont.	Lawyer/Avocat	26110	54.8	5792	12.2
Ontario	York Centre/York-Centre	35120	Ya'ara Saks ** Liberal/Libéral	North York, Ont.	Parliamentarian/Parlementaire	20318	42.7		
Ontario	York Centre/York-Centre	35120	Yusuf Ulukanligil NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Interpreter/Interprète	1191	2.5		
Ontario	York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke	35122	Ahmed Hussen ** Liberal/Libéral	Vaughan, Ont.	Parliamentarian/Parlementaire	24663	55.3	6917	15.5
Ontario	York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke	35122	Nicolas Pham Conservative/Conservateur	Oakville, Ont.	Lawyer/Avocat	17746	39.8		
Ontario	York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke	35122	Louise James NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Toronto, Ont.	Lawyer/Avocate	2190	4.9		
Ontario	York--Durham	35121	Jacob Mantle Conservative/Conservateur	Uxbridge, Ont.	Lawyer/Avocat	40329	55.6	11603	16
Ontario	York--Durham	35121	Robert Grossi Liberal/Libéral	Keswick, Ont.	Retired/À la retraite	28726	39.6		
Ontario	York--Durham	35121	Justin Graham NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Keswick, Ont.	Property Valuation Analyst/Analyste en évaluation de biens	1829	2.5		
Ontario	York--Durham	35121	Patricia Conlin People's Party - PPC/Parti populaire - PPC	Port Perry, Ont.	Human Resources Consultant/Consultante en ressources humaines	901	1.2		
Ontario	York--Durham	35121	Matt Pearce Green Party/Parti Vert	River Drive Park, Ont.	Automotive Repair Manager/Gestionnaire en réparation automobile	797	1.1		
Manitoba	Brandon--Souris	46001	Grant Jackson Conservative/Conservateur	Souris, Man.	Legislator/Législateur	28624	62.2	17858	38.8
Manitoba	Brandon--Souris	46001	Ghazanfar Ali Tarar Liberal/Libéral	Ninette, Man.	Business Owner/Propriétaire d'entreprise	10766	23.4		
Manitoba	Brandon--Souris	46001	Quentin Robinson NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Brandon, Man.	Retired United Church Minister/Ministre de l'Église Unie à la retraite	6637	14.4		
Manitoba	Churchill--Keewatinook Aski	46002	Rebecca Chartrand Liberal/Libéral	Winnipeg, Man.	President / Chief Executive Officer/Présidente et Présidente-directrice générale	9313	45.5	3433	16.8
Manitoba	Churchill--Keewatinook Aski	46002	Niki Ashton ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Thompson, Man.	College Instructor/Formatrice au niveau collégial	5880	28.7		
Manitoba	Churchill--Keewatinook Aski	46002	Lachlan De Nardi Conservative/Conservateur	Winnipeg, Man.	Student/Étudiant	4927	24.1		
Manitoba	Churchill--Keewatinook Aski	46002	Dylan Young People's Party - PPC/Parti populaire - PPC	The Pas, Man.	Accountant/Comptable	349	1.7		
Manitoba	Elmwood--Transcona	46003	Colin Reynolds Conservative/Conservateur	St. Clements, Man.	Construction Electrician/Électricien de construction	19463	41.6	3325	7.1
Manitoba	Elmwood--Transcona	46003	Leila Dance ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique	Winnipeg, Man.	Parliamentarian/Parlementaire	16138	34.5		
Manitoba	Elmwood--Transcona	46003	Ian MacIntyre Liberal/Libéral	Winnipeg, Man.	Retired Teacher/Enseignant à la retraite	10512	22.4		
Manitoba	Elmwood--Transcona	46003	Collin Watson People's Party - PPC/Parti populaire - PPC	Winnipeg, Man.	Unemployed/Sans emploi	396	0.8		
